docId,filename,toptopics...
0,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184105.txt,9,0.48197353001275994,5,0.2903719617223679,8,0.09548315687623521,7,0.08474207311544969,4,0.03809709290195578,2,0.009004099523235562,6,1.0503934632613946E-4,0,9.197215908489357E-5,1,8.355239718012984E-5,3,4.752194540471411E-5
1,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184106.txt,5,0.4391904197336613,9,0.21798330079004147,4,0.18987105717951594,8,0.07932013557122086,0,0.05292446851874524,1,0.019929799793561243,2,4.139013952766671E-4,6,1.7796159918597948E-4,7,1.0844195696539561E-4,3,8.051346182594391E-5
2,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184107.txt,0,0.5458816965916514,8,0.3264315437106316,3,0.05317476769673401,7,0.028801528568284964,5,0.020841401220410522,4,0.019470638436970424,1,0.004430256149712439,9,7.437626411346019E-4,2,1.5693080501423957E-4,6,6.747417945573563E-5
3,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184108.txt,8,0.4683996781240929,0,0.19514611890647948,4,0.16824635907407792,9,0.11572989483516516,7,0.030258233456898733,5,0.021238655335223705,2,8.217166038691776E-4,6,7.088684440632459E-5,1,5.63861637171041E-5,3,3.207065606949147E-5
4,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184109.txt,9,0.8278381287548925,1,0.16323934356739644,2,0.0030935161392521087,4,0.003029150300812044,5,0.002553385159303291,6,6.357858096108602E-5,8,5.9722034782735965E-5,0,5.5669228408836975E-5,7,3.874198575445367E-5,3,2.876424843658841E-5
5,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184110.txt,5,0.9359393658542849,8,0.05574119915960603,9,0.0072135667761044076,2,3.488895647640941E-4,4,1.9702306283141108E-4,6,1.5000902532163725E-4,0,1.3134748476265125E-4,1,1.1932303563049258E-4,7,9.140889013561713E-5,3,6.786714655872922E-5
6,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184111.txt,8,0.7097243228850781,3,0.09975156571055249,4,0.09476164973074078,2,0.05150092247364018,0,0.026238516440130318,5,0.01729314526954998,9,5.991623671769784E-4,6,5.4356036254187673E-5,1,4.323691349093283E-5,7,3.3122173385990196E-5
7,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184112.txt,8,0.779848022690897,0,0.10321221345022356,4,0.03610714944537064,5,0.03370078342375832,3,0.026538607463797187,7,0.017015583389263077,1,0.003350366311851053,2,1.0400108810818262E-4,9,7.855628936449113E-5,6,4.471644736651E-5
8,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184113.txt,8,0.3584864334450121,4,0.29958211130463147,0,0.1803170895511492,1,0.09493503978768766,9,0.062160704785844234,2,0.00432222298923164,5,1.1789670595936247E-4,6,3.8074658363922707E-5,7,2.3201019111194507E-5,3,1.7225753009310232E-5
9,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184114.txt,9,0.783048282114074,1,0.13435501092734944,5,0.03151861956212673,0,0.01872687674811405,2,0.011594048540335201,4,0.010323734404253763,8,0.009094907858034284,6,6.672523352932632E-4,3,6.316622172760474E-4,7,3.960529314333606E-5
10,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184115.txt,8,0.6598760209968461,4,0.15947097635133825,2,0.09140251035337114,9,0.07667858448207715,5,0.01191732529170339,6,1.7535906347241733E-4,0,1.535439075618996E-4,1,1.3948744573191317E-4,7,1.0685608637790965E-4,3,7.933602151981607E-5
11,file:/C:/Users/Erik/Documents/%23%20DIGH%203814/hist3814o-s20-week4/topic-models/tmt/input/104184116.txt,5,0.39321262841190796,6,0.20166128703993136,9,0.13933568945736052,8,0.13924543563357006,7,0.1074928735518504,2,0.01867261260047376,4,1.450168495702686E-4,0,9.66769989539611E-5,1,8.782652375626462E-5,3,4.995293262541613E-5
